256,8,2200,1464,1.00535,0.262788,3.82569
256,10,2750,1830,1.57745,0.414749,3.80338
256,20,5500,3660,6.6505,1.6192,4.10726
256,2,550,366,0.0562633,0.0212327,2.64984
256,4,1100,732,0.256279,0.0699869,3.66182
256,8,2200,1464,1.00486,0.262571,3.82701
256,10,2750,1830,1.57192,0.409864,3.83523
256,20,5500,3660,6.19318,1.60393,3.86125
256,2,550,366,0.0560546,0.0212339,2.63986
256,4,1100,732,0.256887,0.0700512,3.66713
256,8,2200,1464,1.01336,0.264758,3.82749
256,10,2750,1830,1.57945,0.410025,3.85209
256,20,5500,3660,6.23025,1.61585,3.85572
256,2,550,366,0.0560223,0.0212536,2.63589
256,4,1100,732,0.258047,0.0706982,3.64999
256,8,2200,1464,1.08079,0.263681,4.09883
256,10,2750,1830,1.69079,0.411157,4.11226
256,20,5500,3660,6.20104,1.61754,3.83362
512,2,550,366,0.0562077,0.022399,2.50939
512,4,1100,732,0.258527,0.075507,3.42388
512,8,2200,1464,1.00639,0.288542,3.48786
512,10,2750,1830,1.57602,0.4438,3.5512
512,20,5500,3660,6.21285,1.76414,3.52174
512,2,550,366,0.0553523,0.0223834,2.47291
512,4,1100,732,0.256623,0.0759922,3.37696
512,8,2200,1464,1.00481,0.287509,3.4949
512,10,2750,1830,1.56787,0.451776,3.47046
512,20,5500,3660,6.6739,1.77393,3.76221
512,2,550,366,0.055935,0.0224423,2.4924
512,4,1100,732,0.256519,0.0754716,3.39888
512,8,2200,1464,1.0025,0.286536,3.49868
512,10,2750,1830,1.57243,0.449192,3.50058
512,20,5500,3660,6.19292,1.76418,3.51036
512,2,550,366,0.0560431,0.0223474,2.50781
512,4,1100,732,0.257471,0.0752733,3.42048
512,8,2200,1464,1.0081,0.286452,3.51925
512,10,2750,1830,1.57295,0.444453,3.53907
512,20,5500,3660,6.20502,1.76287,3.51984
512,2,550,366,0.0561026,0.0222796,2.51811
512,4,1100,732,0.257427,0.0752457,3.42115
512,8,2200,1464,1.0232,0.286435,3.57218
512,10,2750,1830,1.57307,0.444815,3.53645
512,20,5500,3660,6.1901,1.77483,3.48772
1024,2,550,366,0.0561819,0.0252711,2.22317
1024,4,1100,732,0.256477,0.0862368,2.9741
1024,8,2200,1464,1.02493,0.33485,3.06085
1024,10,2750,1830,1.57574,0.520067,3.02987
1024,20,5500,3660,6.21606,2.05686,3.02211
1024,2,550,366,0.057308,0.0255032,2.24709
1024,4,1100,732,0.258008,0.0861173,2.996
1024,8,2200,1464,1.01267,0.335505,3.01834
1024,10,2750,1830,1.57132,0.515956,3.04545
1024,20,5500,3660,6.19138,2.05462,3.01339
1024,2,550,366,0.0559964,0.0253351,2.21023
1024,4,1100,732,0.258037,0.08621,2.99313
1024,8,2200,1464,1.07932,0.332644,3.24467
1024,10,2750,1830,1.57306,0.52299,3.00783
1024,20,5500,3660,6.20242,2.05636,3.01622
1024,2,550,366,0.0563452,0.025299,2.22717
1024,4,1100,732,0.256142,0.0863028,2.96795
1024,8,2200,1464,1.00616,0.334998,3.00348
1024,10,2750,1830,1.56843,0.520232,3.01487
1024,20,5500,3660,6.19333,2.05578,3.01264
1024,2,550,366,0.0556073,0.0253329,2.19506
1024,4,1100,732,0.255523,0.0860882,2.96816
1024,8,2200,1464,1.00275,0.332203,3.01847
1024,10,2750,1830,1.57398,0.517596,3.04094
1024,20,5500,3660,6.20871,2.05392,3.02286
1,2,550,366,0.0558181,0.344591,0.161984
1,4,1100,732,0.258168,1.71989,0.150107
1,8,2200,1464,1.00351,7.84407,0.127932
1,10,2750,1830,1.56682,12.6072,0.12428
1,20,5500,3660,6.20488,53.661,0.115631
1,2,550,366,0.0555624,0.344857,0.161117
1,4,1100,732,0.257481,1.71927,0.149762
1,8,2200,1464,1.00563,7.84338,0.128214
1,10,2750,1830,1.5717,12.6046,0.124692
1,20,5500,3660,6.18919,53.6476,0.115367
1,2,550,366,0.0558629,0.344806,0.162013
1,4,1100,732,0.25788,1.71925,0.149996
1,8,2200,1464,1.00399,7.84618,0.127959
1,10,2750,1830,1.57841,12.6035,0.125236
1,20,5500,3660,6.19018,53.6493,0.115382
1,2,550,366,0.0559131,0.34463,0.162241
1,4,1100,732,0.258396,1.7195,0.150274
1,8,2200,1464,1.0256,7.84447,0.130742
1,10,2750,1830,1.57201,12.6059,0.124704
1,20,5500,3660,6.22672,53.6447,0.116073
